26-mar-2019,,,,,,,,,,,
iShares U.S. Industrials ETF,,,,,,,,,,,
Inception Date,12 jun 2000,,,,,,,,,,
Fund Holdings as of,26 mar 2019,,,,,,,,,,
Total Net Assets,"USD 872.299.284,77",,,,,,,,,,
Number of Securities,"218,00",,,,,,,,,,
Share,"5.850.000,00",,,,,,,,,,
,,,,,,,,,,,
Ticker,Nombre,Clase de activo,Peso (%),Precio,Acciones,Valor de mercado,Valor nominal,Sector,SEDOL,ISIN,Intercambio
BA,BOEING,Equity,5.72,370.38,"134,605.00","49,854,999.90","49,854,999.90",Industriales,2108601,US0970231058,New York Stock Exchange Inc.
PYPL,PAYPAL HOLDINGS INC,Equity,3.55,103.15,"300,549.00","31,001,629.35","31,001,629.35",Tecnología de la Información,BYW36M8,US70450Y1038,NASDAQ
MMM,3M,Equity,3.50,207.24,"147,507.00","30,569,350.68","30,569,350.68",Industriales,2595708,US88579Y1010,New York Stock Exchange Inc.
UNP,UNION PACIFIC CORP,Equity,3.44,161.81,"185,185.00","29,964,784.85","29,964,784.85",Industriales,2914734,US9078181081,New York Stock Exchange Inc.
HON,HONEYWELL INTERNATIONAL INC,Equity,3.37,157.48,"186,775.00","29,413,327.00","29,413,327.00",Industriales,2020459,US4385161066,New York Stock Exchange Inc.
ACN,ACCENTURE PLC CLASS A,Equity,3.13,166.94,"163,300.00","27,261,302.00","27,261,302.00",Tecnología de la Información,B4BNMY3,IE00B4BNMY34,New York Stock Exchange Inc.
UTX,UNITED TECHNOLOGIES CORP,Equity,3.00,126.14,"207,655.00","26,193,601.70","26,193,601.70",Industriales,2915500,US9130171096,New York Stock Exchange Inc.
GE,GENERAL ELECTRIC,Equity,2.58,10.10,"2,230,040.00","22,523,404.00","22,523,404.00",Industriales,2380498,US3696041033,New York Stock Exchange Inc.
CAT,CATERPILLAR INC,Equity,2.23,131.84,"147,441.00","19,438,621.44","19,438,621.44",Industriales,2180201,US1491231015,New York Stock Exchange Inc.
UPS,UNITED PARCEL SERVICE INC CLASS B,Equity,2.22,108.41,"178,296.00","19,329,069.36","19,329,069.36",Industriales,2517382,US9113121068,New York Stock Exchange Inc.
LMT,LOCKHEED MARTIN CORP,Equity,2.13,294.92,"62,976.00","18,572,881.92","18,572,881.92",Industriales,2522096,US5398301094,New York Stock Exchange Inc.
ADP,AUTOMATIC DATA PROCESSING INC,Equity,2.00,156.20,"111,598.00","17,431,607.60","17,431,607.60",Tecnología de la Información,2065308,US0530151036,NASDAQ
CSX,CSX CORP,Equity,1.66,73.04,"198,498.00","14,498,293.92","14,498,293.92",Industriales,2160753,US1264081035,NASDAQ
RTN,RAYTHEON,Equity,1.50,180.91,"72,303.00","13,080,335.73","13,080,335.73",Industriales,2758051,US7551115071,New York Stock Exchange Inc.
DE,DEERE,Equity,1.47,157.60,"81,591.00","12,858,741.60","12,858,741.60",Industriales,2261203,US2441991054,New York Stock Exchange Inc.
NSC,NORFOLK SOUTHERN CORP,Equity,1.43,181.43,"68,516.00","12,430,857.88","12,430,857.88",Industriales,2641894,US6558441084,New York Stock Exchange Inc.
GD,GENERAL DYNAMICS CORP,Equity,1.33,166.90,"69,409.00","11,584,362.10","11,584,362.10",Industriales,2365161,US3695501086,New York Stock Exchange Inc.
NOC,NORTHROP GRUMMAN CORP,Equity,1.33,265.85,"43,483.00","11,559,955.55","11,559,955.55",Industriales,2648806,US6668071029,New York Stock Exchange Inc.
ITW,ILLINOIS TOOL INC,Equity,1.27,143.25,"77,329.00","11,077,379.25","11,077,379.25",Industriales,2457552,US4523081093,New York Stock Exchange Inc.
FDX,FEDEX CORP,Equity,1.24,175.15,"61,524.00","10,775,928.60","10,775,928.60",Industriales,2142784,US31428X1063,New York Stock Exchange Inc.
EMR,EMERSON ELECTRIC,Equity,1.21,67.28,"157,451.00","10,593,303.28","10,593,303.28",Industriales,2313405,US2910111044,New York Stock Exchange Inc.
WM,WASTE MANAGEMENT INC,Equity,1.18,103.49,"99,878.00","10,336,374.22","10,336,374.22",Industriales,2937667,US94106L1098,New York Stock Exchange Inc.
FIS,FIDELITY NATIONAL INFORMATION SERV,Equity,1.04,109.91,"82,725.00","9,092,304.75","9,092,304.75",Tecnología de la Información,2769796,US31620M1062,New York Stock Exchange Inc.
ROP,ROPER TECHNOLOGIES INC,Equity,1.02,335.27,"26,542.00","8,898,736.34","8,898,736.34",Industriales,2749602,US7766961061,New York Stock Exchange Inc.
SHW,SHERWIN WILLIAMS,Equity,1.01,420.40,"20,902.00","8,787,200.80","8,787,200.80",Materiales,2804211,US8243481061,New York Stock Exchange Inc.
FISV,FISERV INC,Equity,1.00,86.93,"100,316.00","8,720,469.88","8,720,469.88",Tecnología de la Información,2342034,US3377381088,NASDAQ
ETN,EATON PLC,Equity,0.99,79.52,"108,517.00","8,629,271.84","8,629,271.84",Industriales,B8KQN82,IE00B8KQN827,New York Stock Exchange Inc.
JCI,JOHNSON CONTROLS INTERNATIONAL PLC,Equity,0.98,36.56,"233,816.00","8,548,312.96","8,548,312.96",Industriales,BY7QL61,IE00BY7QL619,New York Stock Exchange Inc.
WP,WORLDPAY INC CLASS A,Equity,0.98,110.05,"77,328.00","8,509,946.40","8,509,946.40",Tecnología de la Información,BF8D8T0,US9815581098,New York Stock Exchange Inc.
APH,AMPHENOL CORP CLASS A,Equity,0.83,94.50,"76,363.00","7,216,303.50","7,216,303.50",Tecnología de la Información,2145084,US0320951017,New York Stock Exchange Inc.
TEL,TE CONNECTIVITY LTD,Equity,0.82,82.27,"86,807.00","7,141,611.89","7,141,611.89",Tecnología de la Información,B62B7C3,CH0102993182,New York Stock Exchange Inc.
GLW,CORNING INC,Equity,0.78,33.61,"201,550.00","6,774,095.50","6,774,095.50",Tecnología de la Información,2224701,US2193501051,New York Stock Exchange Inc.
IR,INGERSOLL RAND PLC,Equity,0.75,105.75,"62,038.00","6,560,518.50","6,560,518.50",Industriales,B633030,IE00B6330302,New York Stock Exchange Inc.
PAYX,PAYCHEX INC,Equity,0.75,80.10,"81,870.00","6,557,787.00","6,557,787.00",Tecnología de la Información,2674458,US7043261079,NASDAQ
FTV,FORTIVE CORP,Equity,0.72,83.58,"75,438.00","6,305,108.04","6,305,108.04",Industriales,BYT3MK1,US34959J1088,New York Stock Exchange Inc.
PCAR,PACCAR INC,Equity,0.69,67.42,"88,821.00","5,988,311.82","5,988,311.82",Industriales,2665861,US6937181088,NASDAQ
SQ,SQUARE INC CLASS A,Equity,0.67,73.93,"79,004.00","5,840,765.72","5,840,765.72",Tecnología de la Información,BYNZGK1,US8522341036,New York Stock Exchange Inc.
CMI,CUMMINS INC,Equity,0.66,156.27,"37,082.00","5,794,804.14","5,794,804.14",Industriales,2240202,US2310211063,New York Stock Exchange Inc.
TDG,TRANSDIGM GROUP INC,Equity,0.64,445.58,"12,467.00","5,555,045.86","5,555,045.86",Industriales,B11FJK3,US8936411003,New York Stock Exchange Inc.
VRSK,VERISK ANALYTICS INC,Equity,0.63,131.71,"41,887.00","5,516,936.77","5,516,936.77",Industriales,B4P9W92,US92345Y1064,NASDAQ
PH,PARKER-HANNIFIN CORP,Equity,0.63,165.37,"33,140.00","5,480,361.80","5,480,361.80",Industriales,2671501,US7010941042,New York Stock Exchange Inc.
