14-mar-2019,,,,,,,,,,,,,,,
iShares Edge MSCI Min Vol EAFE ETF,,,,,,,,,,,,,,,
Inception Date,18-oct-2011,,,,,,,,,,,,,,
Fund Holdings as of,14-mar-2019,,,,,,,,,,,,,,
Total Net Assets,"USD 11,101,072,562.87",,,,,,,,,,,,,,
Number of Securities,287.00,,,,,,,,,,,,,,
Share,"154,600,000.00",,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Ticker,Nombre,Clase de activo,Peso (%),Precio,Acciones,Valor de mercado,Valor nominal,Sector,SEDOL,ISIN,Bolsa de valores,País,Moneda,Mercado de divisas,Tipo de Cambio
REL,RELX PLC,Equity,0.80,22.19,"3,993,485.00","88,612,443.03","88,612,443.03",Industriales,B2B0DG9,GB00B2B0DG97,London Stock Exchange,Reino Unido,USD,GBP,0.75
AZN,ASTRAZENECA PLC,Equity,0.78,83.80,"1,027,547.00","86,110,953.01","86,110,953.01",Cuidado de la Salud,0989529,GB0009895292,London Stock Exchange,Reino Unido,USD,GBP,0.75
RMS,HERMES INTERNATIONAL,Equity,0.78,650.01,"131,697.00","85,604,202.35","85,604,202.35",Consumo discrecional,5253973,FR0000052292,Nyse Euronext - Euronext Paris,Francia,USD,EUR,0.88
8953,JAPAN RETAIL FUND INVESTMENT REIT,Equity,0.75,"1,987.11","41,742.00","82,945,972.07","82,945,972.07",Bienes Raíces,6513342,JP3039710003,Tokyo Stock Exchange,Japón,USD,JPY,111.72
SAN,SANOFI SA,Equity,0.75,88.57,"931,570.00","82,509,860.56","82,509,860.56",Cuidado de la Salud,5671735,FR0000120578,Nyse Euronext - Euronext Paris,Francia,USD,EUR,0.88
4503,ASTELLAS PHARMA INC,Equity,0.74,15.44,"5,275,600.00","81,433,693.16","81,433,693.16",Cuidado de la Salud,6985383,JP3942400007,Tokyo Stock Exchange,Japón,USD,JPY,111.72
O39,OVERSEA-CHINESE BANKING LTD,Equity,0.70,8.14,"9,543,199.00","77,702,571.69","77,702,571.69",Financieros,B0F9V20,SG1S04926220,Singapore Exchange,Singapur,USD,SGD,1.36
PGHN,PARTNERS GROUP HOLDING AG,Equity,0.69,721.29,"105,397.00","76,021,829.36","76,021,829.36",Financieros,B119QG0,CH0024608827,Six Swiss Exchange Ag,Suiza,USD,CHF,1.00
SLHN,SWISS LIFE HOLDING AG,Equity,0.67,439.34,"167,223.00","73,468,574.74","73,468,574.74",Financieros,7437805,CH0014852781,Six Swiss Exchange Ag,Suiza,USD,CHF,1.00
2587,SUNTORY BEVERAGE & FOOD LTD,Equity,0.66,43.77,"1,669,500.00","73,074,248.12","73,074,248.12",Productos básicos de consumo,BBD7Q84,JP3336560002,Tokyo Stock Exchange,Japón,USD,JPY,111.72
6,POWER ASSETS HOLDINGS LTD,Equity,0.65,6.97,"10,280,000.00","71,698,545.85","71,698,545.85",Servicios,6435327,HK0006000050,Hong Kong Exchanges And Clearing Ltd,Hong Kong,USD,HKD,7.85
8960,UNITED URBAN INVESTMENT REIT CORP,Equity,0.65,"1,543.14","46,380.00","71,570,998.93","71,570,998.93",Bienes Raíces,6723839,JP3045540006,Tokyo Stock Exchange,Japón,USD,JPY,111.72
MUV2,MUENCHENER RUECKVERSICHERUNGS-GESE,Equity,0.65,239.09,"298,714.00","71,419,582.53","71,419,582.53",Financieros,5294121,DE0008430026,Xetra,Alemania,USD,EUR,0.88
ORSTED,ORSTED,Equity,0.65,77.80,"914,767.00","71,169,329.88","71,169,329.88",Servicios,BYT16L4,DK0060094928,Omx Nordic Exchange Copenhagen A/S,Dinamarca,USD,DKK,6.60
4661,ORIENTAL LAND LTD,Equity,0.64,109.51,"645,300.00","70,669,938.24","70,669,938.24",Consumo discrecional,6648891,JP3198900007,Tokyo Stock Exchange,Japón,USD,JPY,111.72
OR,LOREAL SA,Equity,0.64,262.94,"266,934.00","70,188,338.67","70,188,338.67",Productos básicos de consumo,4057808,FR0000120321,Nyse Euronext - Euronext Paris,Francia,USD,EUR,0.88
Z74,SINGAPORE TELECOMMUNICATIONS LTD,Equity,0.63,2.21,"31,614,400.00","69,715,359.54","69,715,359.54",Comunicación,B02PY22,SG1T75931496,Singapore Exchange,Singapur,USD,SGD,1.36
DLG,DIRECT LINE INSURANCE PLC,Equity,0.63,4.79,"14,458,838.00","69,294,073.65","69,294,073.65",Financieros,BY9D0Y1,GB00BY9D0Y18,London Stock Exchange,Reino Unido,USD,GBP,0.75
ELISA,ELISA,Equity,0.63,44.62,"1,549,773.00","69,149,106.84","69,149,106.84",Comunicación,5701513,FI0009007884,Nasdaq Omx Helsinki Ltd.,Finlandia,USD,EUR,0.88
11,HANG SENG BANK LTD,Equity,0.62,24.25,"2,834,100.00","68,740,901.53","68,740,901.53",Financieros,6408374,HK0011000095,Hong Kong Exchanges And Clearing Ltd,Hong Kong,USD,HKD,7.85
COLR,ETABLISSEMENTEN FRANZ COLRUYT NV,Equity,0.62,71.08,"961,373.00","68,336,984.70","68,336,984.70",Productos básicos de consumo,5806225,BE0974256852,Nyse Euronext - Euronext Brussels,Bélgica,USD,EUR,0.88
WES,WESFARMERS LTD,Equity,0.62,24.30,"2,798,978.00","68,001,675.73","68,001,675.73",Consumo discrecional,6948836,AU000000WES1,Asx - All Markets,Australia,USD,AUD,1.42
HO,THALES SA,Equity,0.61,123.67,"546,153.00","67,543,413.28","67,543,413.28",Industriales,4162791,FR0000121329,Nyse Euronext - Euronext Paris,Francia,USD,EUR,0.88
9142,KYUSHU RAILWAY,Equity,0.59,34.60,"1,894,300.00","65,534,098.64","65,534,098.64",Industriales,BD2BST6,JP3247010006,Tokyo Stock Exchange,Japón,USD,JPY,111.72
D05,DBS GROUP HOLDINGS LTD,Equity,0.59,18.51,"3,524,900.00","65,251,854.86","65,251,854.86",Financieros,6175203,SG1L01001701,Singapore Exchange,Singapur,USD,SGD,1.36
LISP,CHOCOLADEFABRIKEN LINDT & SPRUENGL,Equity,0.56,"6,695.21","9,276.00","62,104,733.93","62,104,733.93",Productos básicos de consumo,5962280,CH0010570767,SIX Swiss Exchange,Suiza,USD,CHF,1.00
HSBA,HSBC HOLDINGS PLC,Equity,0.56,8.24,"7,521,313.00","61,981,434.60","61,981,434.60",Financieros,0540528,GB0005405286,London Stock Exchange,Reino Unido,USD,GBP,0.75
8984,DAIWA HOUSE REIT CORP,Equity,0.56,"2,182.24","28,323.00","61,807,620.84","61,807,620.84",Bienes Raíces,B0Z6WY0,JP3046390005,Tokyo Stock Exchange,Japón,USD,JPY,111.72
AD,KONINKLIJKE AHOLD DELHAIZE NV,Equity,0.56,25.50,"2,417,073.00","61,642,496.70","61,642,496.70",Productos básicos de consumo,BD0Q398,NL0011794037,Euronext Amsterdam,Holanda,USD,EUR,0.88
PROX,PROXIMUS NV,Equity,0.56,26.95,"2,273,129.00","61,260,662.88","61,260,662.88",Comunicación,B00D9P6,BE0003810273,Nyse Euronext - Euronext Brussels,Bélgica,USD,EUR,0.88
SN.,SMITH AND NEPHEW PLC,Equity,0.55,19.53,"3,132,693.00","61,189,800.63","61,189,800.63",Cuidado de la Salud,0922320,GB0009223206,London Stock Exchange,Reino Unido,USD,GBP,0.75
9202,ANA HOLDINGS INC,Equity,0.55,35.62,"1,710,500.00","60,936,179.74","60,936,179.74",Industriales,6014908,JP3429800000,Tokyo Stock Exchange,Japón,USD,JPY,111.72
9201,JAPAN AIRLINES LTD,Equity,0.55,34.92,"1,727,000.00","60,302,783.75","60,302,783.75",Industriales,B8BRV46,JP3705200008,Tokyo Stock Exchange,Japón,USD,JPY,111.72
C6L,SINGAPORE AIRLINES LTD,Equity,0.54,7.26,"8,196,800.00","59,485,590.38","59,485,590.38",Industriales,6811734,SG1V61937297,Singapore Exchange,Singapur,USD,SGD,1.36
BALN,BALOISE HOLDING AG,Equity,0.54,161.28,"366,212.00","59,063,511.37","59,063,511.37",Financieros,7124594,CH0012410517,SIX Swiss Exchange,Suiza,USD,CHF,1.00
9020,EAST JAPAN RAILWAY,Equity,0.53,95.33,"618,400.00","58,950,590.76","58,950,590.76",Industriales,6298542,JP3783600004,Tokyo Stock Exchange,Japón,USD,JPY,111.72
2897,NISSIN FOODS HOLDINGS LTD,Equity,0.53,67.49,"868,300.00","58,601,700.68","58,601,700.68",Productos básicos de consumo,6641760,JP3675600005,Tokyo Stock Exchange,Japón,USD,JPY,111.72
3283,NIPPON PROLOGIS REIT INC,Equity,0.53,"2,094.52","27,828.00","58,286,358.75","58,286,358.75",Bienes Raíces,B98BC67,JP3047550003,Tokyo Stock Exchange,Japón,USD,JPY,111.72
SPSN,SWISS PRIME SITE AG,Equity,0.51,85.42,"664,912.00","56,796,704.27","56,796,704.27",Bienes Raíces,B083BH4,CH0008038389,SIX Swiss Exchange,Suiza,USD,CHF,1.00
1038,CHEUNG KONG INFRASTRUCTURE HOLDING,Equity,0.50,8.35,"6,664,000.00","55,646,876.73","55,646,876.73",Servicios,BYVS6J1,BMG2178K1009,Hong Kong Exchanges And Clearing Ltd,Hong Kong,USD,HKD,7.85
LUMI,BANK LEUMI LE ISRAEL,Equity,0.49,6.74,"8,026,991.00","54,090,535.84","54,090,535.84",Financieros,6076425,IL0006046119,Tel Aviv Stock Exchange,Israel,USD,ILS,3.61
9735,SECOM LTD,Equity,0.48,85.88,"618,400.00","53,110,884.35","53,110,884.35",Industriales,6791591,JP3421800008,Tokyo Stock Exchange,Japón,USD,JPY,111.72
TRYG,TRYG,Equity,0.48,27.65,"1,913,948.00","52,911,536.77","52,911,536.77",Financieros,BXDZ972,DK0060636678,Omx Nordic Exchange Copenhagen A/S,Dinamarca,USD,DKK,6.60
CBA,COMMONWEALTH BANK OF AUSTRALIA,Equity,0.48,51.49,"1,019,190.00","52,480,362.33","52,480,362.33",Financieros,6215035,AU000000CBA7,Asx - All Markets,Australia,USD,AUD,1.42
ADP,AEROPORTS DE PARIS SA,Equity,0.47,193.99,"266,568.00","51,710,252.12","51,710,252.12",Industriales,B164FY1,FR0010340141,Nyse Euronext - Euronext Paris,Francia,USD,EUR,0.88
UCB,UCB SA,Equity,0.47,85.96,"600,474.00","51,616,395.56","51,616,395.56",Cuidado de la Salud,5596991,BE0003739530,Nyse Euronext - Euronext Brussels,Bélgica,USD,EUR,0.88
8955,JAPAN PRIME REALTY INVESTMENT REIT,Equity,0.47,"3,924.99","13,130.00","51,535,132.47","51,535,132.47",Bienes Raíces,6528175,JP3040890000,Tokyo Stock Exchange,Japón,USD,JPY,111.72
3462,NOMURA REAL ESTATE MASTER FUND REI,Equity,0.46,"1,389.19","36,598.00","50,841,475.12","50,841,475.12",Bienes Raíces,BYSJJF4,JP3048110005,Tokyo Stock Exchange,Japón,USD,JPY,111.72
2875,TOYO SUISAN LTD,Equity,0.46,36.83,"1,373,100.00","50,575,604.19","50,575,604.19",Productos básicos de consumo,6899967,JP3613000003,Tokyo Stock Exchange,Japón,USD,JPY,111.72
4581,TAISHO PHARMACEUTICAL HOLDINGS LTD,Equity,0.45,98.55,"508,700.00","50,132,357.68","50,132,357.68",Cuidado de la Salud,B3QX5G4,JP3442850008,Tokyo Stock Exchange,Japón,USD,JPY,111.72
BEI,BEIERSDORF AG,Equity,0.45,98.19,"505,230.00","49,608,981.84","49,608,981.84",Productos básicos de consumo,5107401,DE0005200000,Xetra,Alemania,USD,EUR,0.88
9831,YAMADA DENKI LTD,Equity,0.45,5.13,"9,610,900.00","49,293,284.10","49,293,284.10",Consumo discrecional,6985026,JP3939000000,Tokyo Stock Exchange,Japón,USD,JPY,111.72
TCL,TRANSURBAN GROUP STAPLED UNITS,Equity,0.43,8.87,"5,387,331.00","47,774,786.66","47,774,786.66",Industriales,6200882,AU000000TCL6,Asx - All Markets,Australia,USD,AUD,1.42
TELIA,TELIA COMPANY,Equity,0.43,4.54,"10,488,774.00","47,630,692.78","47,630,692.78",Comunicación,5978384,SE0000667925,Nasdaq Omx Nordic,Suecia,USD,SEK,9.31
823,LINK REAL ESTATE INVESTMENT TRUST,Equity,0.43,11.13,"4,273,500.00","47,553,197.79","47,553,197.79",Bienes Raíces,B0PB4M7,HK0823032773,Hong Kong Exchanges And Clearing Ltd,Hong Kong,USD,HKD,7.85
C38U,CAPITALAND MALL TRUST,Equity,0.42,1.75,"26,812,500.00","46,866,011.51","46,866,011.51",Bienes Raíces,6420129,SG1M51904654,Singapore Exchange,Singapur,USD,SGD,1.36
DSV,DSV,Equity,0.42,84.95,"545,879.00","46,372,633.98","46,372,633.98",Industriales,B1WT5G2,DK0060079531,Omx Nordic Exchange Copenhagen A/S,Dinamarca,USD,DKK,6.60
2651,LAWSON INC,Equity,0.42,57.20,"810,200.00","46,340,655.21","46,340,655.21",Productos básicos de consumo,6266914,JP3982100004,Tokyo Stock Exchange,Japón,USD,JPY,111.72
2702,MCDONALDS HOLDINGS (JAPAN) LTD,Equity,0.42,45.92,"1,004,100.00","46,106,632.65","46,106,632.65",Consumo discrecional,6371863,JP3750500005,Tokyo Stock Exchange,Japón,USD,JPY,111.72
ORA,ORANGE SA,Equity,0.42,15.58,"2,952,972.00","46,016,910.52","46,016,910.52",Comunicación,5176177,FR0000133308,Nyse Euronext - Euronext Paris,Francia,USD,EUR,0.88
UOB,UNITED OVERSEAS BANK LTD,Equity,0.42,18.47,"2,482,100.00","45,856,335.28","45,856,335.28",Financieros,6916781,SG1M31001969,Singapore Exchange,Singapur,USD,SGD,1.36
9048,NAGOYA RAILROAD LTD,Equity,0.41,26.79,"1,702,800.00","45,618,335.12","45,618,335.12",Industriales,6619864,JP3649800004,Tokyo Stock Exchange,Japón,USD,JPY,111.72
SHL,SONIC HEALTHCARE LTD,Equity,0.40,17.23,"2,584,912.00","44,550,132.44","44,550,132.44",Cuidado de la Salud,6821120,AU000000SHL7,Asx - All Markets,Australia,USD,AUD,1.42
2638,HK ELECTRIC INVESTMENTS UNITS LTD,Equity,0.40,1.03,"42,440,500.00","43,846,451.89","43,846,451.89",Servicios,BJ3WDZ1,HK0000179108,Hong Kong Exchanges And Clearing Ltd,Hong Kong,USD,HKD,7.85
4508,MITSUBISHI TANABE PHARMA CORP,Equity,0.39,14.29,"3,047,400.00","43,561,562.84","43,561,562.84",Cuidado de la Salud,6870984,JP3469000008,Tokyo Stock Exchange,Japón,USD,JPY,111.72
NOVO B,NOVO NORDISK CLASS B,Equity,0.39,50.44,"858,183.00","43,289,394.68","43,289,394.68",Cuidado de la Salud,BHC8X90,DK0060534915,Omx Nordic Exchange Copenhagen A/S,Dinamarca,USD,DKK,6.60
BN,DANONE SA,Equity,0.39,77.67,"555,367.00","43,137,142.89","43,137,142.89",Productos básicos de consumo,B1Y9TB3,FR0000120644,Nyse Euronext - Euronext Paris,Francia,USD,EUR,0.88
FME,FRESENIUS MEDICAL CARE AG,Equity,0.39,78.50,"543,124.00","42,634,391.07","42,634,391.07",Cuidado de la Salud,5129074,DE0005785802,Xetra,Alemania,USD,EUR,0.88
2914,JAPAN TOBACCO INC,Equity,0.39,25.04,"1,700,600.00","42,575,887.93","42,575,887.93",Productos básicos de consumo,6474535,JP3726800000,Tokyo Stock Exchange,Japón,USD,JPY,111.72
BA.,BAE SYSTEMS PLC,Equity,0.38,6.25,"6,689,326.00","41,797,070.84","41,797,070.84",Industriales,0263494,GB0002634946,London Stock Exchange,Reino Unido,USD,GBP,0.75
J36,JARDINE MATHESON HOLDINGS LTD,Equity,0.37,64.84,"631,600.00","40,952,944.00","40,952,944.00",Industriales,6472119,BMG507361001,Singapore Exchange,Hong Kong,USD,USD,1.00
RSA,RSA INSURANCE GROUP PLC,Equity,0.36,6.87,"5,848,925.00","40,197,463.50","40,197,463.50",Financieros,BKKMKR2,GB00BKKMKR23,London Stock Exchange,Reino Unido,USD,GBP,0.75
SW,SODEXO SA,Equity,0.36,110.45,"362,459.00","40,031,771.57","40,031,771.57",Consumo discrecional,7062713,FR0000121220,Nyse Euronext - Euronext Paris,Francia,USD,EUR,0.88
SWMA,SWEDISH MATCH,Equity,0.36,47.63,"836,802.00","39,859,692.26","39,859,692.26",Productos básicos de consumo,5048566,SE0000310336,Nasdaq Omx Nordic,Suecia,USD,SEK,9.31
4578,OTSUKA HOLDINGS LTD,Equity,0.36,41.68,"953,400.00","39,733,533.83","39,733,533.83",Cuidado de la Salud,B5LTM93,JP3188220002,Tokyo Stock Exchange,Japón,USD,JPY,111.72
POLI,BANK HAPOALIM BM,Equity,0.36,6.93,"5,704,351.00","39,514,901.97","39,514,901.97",Financieros,6075808,IL0006625771,Tel Aviv Stock Exchange,Israel,USD,ILS,3.61
3382,SEVEN & I HOLDINGS LTD,Equity,0.36,41.00,"958,600.00","39,298,138.20","39,298,138.20",Productos básicos de consumo,B0FS5D6,JP3422950000,Tokyo Stock Exchange,Japón,USD,JPY,111.72
MZTF,MIZRAHI TEFAHOT BANK LTD,Equity,0.35,20.01,"1,950,678.00","39,028,706.28","39,028,706.28",Financieros,6916703,IL0006954379,Tel Aviv Stock Exchange,Israel,USD,ILS,3.61
9433,KDDI CORP,Equity,0.35,22.70,"1,700,600.00","38,602,950.23","38,602,950.23",Comunicación,6248990,JP3496400007,Tokyo Stock Exchange,Japón,USD,JPY,111.72
7182,JAPAN POST BANK LTD,Equity,0.35,11.00,"3,481,600.00","38,300,093.09","38,300,093.09",Financieros,BYT8165,JP3946750001,Tokyo Stock Exchange,Japón,USD,JPY,111.72
2269,MEIJI HOLDINGS LTD,Equity,0.34,80.38,"473,200.00","38,035,588.97","38,035,588.97",Productos básicos de consumo,B60DQV3,JP3918000005,Tokyo Stock Exchange,Japón,USD,JPY,111.72
9022,CENTRAL JAPAN RAILWAY,Equity,0.34,224.98,"168,400.00","37,886,985.32","37,886,985.32",Industriales,6183552,JP3566800003,Tokyo Stock Exchange,Japón,USD,JPY,111.72
VOD,VODAFONE GROUP PLC,Equity,0.34,1.86,"20,236,686.00","37,675,554.64","37,675,554.64",Comunicación,BH4HKS3,GB00BH4HKS39,London Stock Exchange,Reino Unido,USD,GBP,0.75
6701,NEC CORP,Equity,0.34,34.10,"1,094,300.00","37,319,038.67","37,319,038.67",Tecnología de la Información,6640400,JP3733000008,Tokyo Stock Exchange,Japón,USD,JPY,111.72
COLO B,COLOPLAST B,Equity,0.33,105.95,"347,987.00","36,867,697.92","36,867,697.92",Cuidado de la Salud,B8FMRX8,DK0060448595,Omx Nordic Exchange Copenhagen A/S,Dinamarca,USD,DKK,6.60
DTE,DEUTSCHE TELEKOM N AG,Equity,0.33,17.17,"2,146,733.00","36,862,701.92","36,862,701.92",Comunicación,5842359,DE0005557508,Xetra,Alemania,USD,EUR,0.88
IGYB,INNOGY Z VERK,Equity,0.33,42.39,"858,991.00","36,414,239.10","36,414,239.10",Servicios,BG0SC98,DE000A2LQ2L3,Xetra,Alemania,USD,EUR,0.88
9021,WEST JAPAN RAILWAY,Equity,0.33,75.43,"478,500.00","36,093,085.39","36,093,085.39",Industriales,6957995,JP3659000008,Tokyo Stock Exchange,Japón,USD,JPY,111.72
SCG,SCENTRE GROUP,Equity,0.33,2.82,"12,773,911.00","36,076,079.45","36,076,079.45",Bienes Raíces,BLZH0Z7,AU000000SCG8,Asx - All Markets,Australia,USD,AUD,1.42
RRTL,RTL GROUP SA,Equity,0.31,58.61,"585,230.00","34,302,573.19","34,302,573.19",Comunicación,B1BK209,LU0061462528,Deutsche Boerse Xetra,Alemania,USD,EUR,0.88
9843,NITORI HOLDINGS LTD,Equity,0.31,122.00,"277,600.00","33,867,597.57","33,867,597.57",Consumo discrecional,6644800,JP3756100008,Tokyo Stock Exchange,Japón,USD,JPY,111.72
NCM,NEWCREST MINING LTD,Equity,0.31,17.79,"1,901,881.00","33,839,141.62","33,839,141.62",Materiales,6637101,AU000000NCM7,Asx - All Markets,Australia,USD,AUD,1.42
EL,ESSILORLUXOTTICA SA,Equity,0.30,119.66,"281,092.00","33,634,943.78","33,634,943.78",Consumo discrecional,7212477,FR0000121667,Nyse Euronext - Euronext Paris,Francia,USD,EUR,0.88
SSE,SSE PLC,Equity,0.30,15.95,"2,085,020.00","33,262,080.11","33,262,080.11",Servicios,0790873,GB0007908733,London Stock Exchange,Reino Unido,USD,GBP,0.75
MRK,MERCK,Equity,0.30,113.50,"292,201.00","33,163,989.49","33,163,989.49",Cuidado de la Salud,4741844,DE0006599905,Xetra,Alemania,USD,EUR,0.88
4502,TAKEDA PHARMACEUTICAL LTD,Equity,0.29,41.54,"783,000.00","32,526,879.70","32,526,879.70",Cuidado de la Salud,6870445,JP3463000004,Tokyo Stock Exchange,Japón,USD,JPY,111.72
2502,ASAHI GROUP HOLDINGS LTD,Equity,0.29,41.97,"773,000.00","32,443,582.17","32,443,582.17",Productos básicos de consumo,6054409,JP3116000005,Tokyo Stock Exchange,Japón,USD,JPY,111.72
CHKP,CHECK POINT SOFTWARE TECHNOLOGIES,Equity,0.29,123.80,"261,668.00","32,394,498.40","32,394,498.40",Tecnología de la Información,2181334,IL0010824113,NASDAQ,Israel,USD,USD,1.00
CCL,CARNIVAL PLC,Equity,0.29,54.49,"582,442.00","31,735,439.21","31,735,439.21",Consumo discrecional,3121522,GB0031215220,London Stock Exchange,Reino Unido,USD,GBP,0.75
RYAAY,RYANAIR HOLDINGS ADR REPRESENTING,Equity,0.28,75.12,"417,640.00","31,373,116.80","31,373,116.80",Industriales,BYYN585,US7835132033,NASDAQ,Irlanda,USD,USD,1.00
